Unnamed: 0,Tweet,len,metrics,source
2046,you think stop he yell scream like man babi,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
2047,deactiv earlier hehe bc feel_like need take rest_lt 3 im good,63,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
2048,are ever sad actual feel heart ach,37,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
2049,feel bit overwhelm loss today peopl what horribl sad dark year,69,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",Twitter Web App
2050,deatli hallow half blood princ love hermoin absolut love herr,67,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
2051,thi main_reason parti remain deep shitter i know feel look total sick amp twist mindset,95,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
2052,naw fine think get back least month,36,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
2053,strength feel heavi without promis never let neg take life whenev feel_like im go sink alway_rememb name keep close heart miss_dearli come hold tight taehyungi http_co fzmwyf6hrd,197,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
2054,tomorrow 02 octob a_great gandhi thought book no protest bura_mat dekho bura_mat suno bura_mat kaho 3 line crime free india crime must report ahinsa parmo dharma pok j amp k sikkim,189,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2055,aye mate think,14,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
2056,wait charli hate sucker that good album eurgh i hate grime said like art angel one time fave,96,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
2057,idk feel_like macfayden mazzello could play brother someth http_co kano65rjqq,82,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for Android
2058,love ur_art style ate jule,27,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
2059,i love passion fan boo disgust,40,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 23, 'quote_count': 0}",Twitter for iPhone
2060,even grow child wonder parent i fulli grasp concept total uncondit_love i children i hope find_peac,112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
2061,ahhhh give thi some love omg she sooo_good ahhhh liv thi_is amaz ili http_co d3ikeezr4j ah so ah,94,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2062,i love,6,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
2063,retract tweet slightli movi best song live everi_day heart full love repris best http_co ooryksau44,102,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2064,obvious gonna vibe constantli secretli compet love,55,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
2065,dia sih ga heran siapa aja hate i know n flock well idol bia fellow fan even circl tho but act thou power n right live woof one,137,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2066,oop think stop,15,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
2067,how_to be a better leader see the_blog post here http_co kmmuxsxvcf http_co geedo9on6j,88,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",The Social Jukebox
2068,absolut love blue version ani_idea avail keep great work,63,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
2069,guy think stay kind ia bit twitter get anxiou,51,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
2070,that true but i sure appli peopl seem certain red and i wonder point refer realli if cert red sure would instanc like support belief,146,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
2071,sorri jon entir correct i_forgot indic plough road user abandon my bad,78,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",Twitter for Android
2072,peopl hate cc much lol guy,28,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",Twitter for Android
2073,idea much i love team billsmafia,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
2074,i sorri_loss much love love one,33,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
2075,i love_u mfer alway someth go,37,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2076,we great rang vers book librari tri one http_co xprxkae3fi,62,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPad
2077,i love coffe amp coffe love,30,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
2078,oh_my god thank you so_much for write thi truli truli one_best inbloom fic year i wait fic author reveal ever_sinc start bc i realli want tell much i like one world creat real,189,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
2079,onli peopl i know take_part thing bookish student either want_quick cash think take_part civic duti no_wonder end bollock like,132,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
2080,heart_hurt bad love_u guy much http_co hztati9v62,52,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
2081,i done diari last_coupl game i i think game got realli excit daisi said someon like clayton oliv i 1000 certain backlash point 10,137,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
2082,to_honest i thought would fallout sovereign debt crisi i think smaller_countri get much eu go way it would realli take counti like itali leav pressur brought bear,167,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
2083,fantasi love like fuyu hanashi side paradis f l stay,53,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2084,fell_love octob,17,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
2085,thi great film urg grab ticket http_co cygboyizaa,53,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
2086,i love much i want worship bodi take_care beauti cock,56,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
2087,white sock make feel_like nonc,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
2088,like share think fantast http_co lt3jhp9uyk,46,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",SocialRabbit Plugin
2089,ooooooohhh i think runaan would like oooooooh,36,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
2090,love much http_co stsfo8yauy,29,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2091,request arashi whenev_you call face_down reborn sugar in_the summer kite kaito turn_up love sweet_reborn day our life_reborn one love reborn,145,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2092,you could argu cat better finish bottom half top eight given terribl post_bye record if win_tonight play two post_bye game four_week,140,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",Twitter for iPhone
2093,i saw babylon bee i watch_video year i realiz also fellow cathol i libertarian ron paul tom wood tradit i think properli understood complet compat catholic,177,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
2094,even hardcor left hander but i found i also press b right hand thi half keyboard it take bit excercis everyth retrain even first_time realli frustrat,163,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",TweetDeck
2095,that amaz i love,19,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
2096,you rlli think say truth you full hatr toward us handl jealousi live_peac live wealth leader admit handl u live aw life live best life,147,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
2097,what headlin 90 hockey movi star pedo feel bad http_co 2xpu2tjmlt,70,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2098,i agre it show public hair shave normal sperm stick hair wash sever_time i think wantedli shave sperm get remov,127,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
2099,love http_co qu9dfx9vwf,24,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
2100,hmmm do i realli need sleep http_co ay5mj43wvr hm,47,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
2101,man i need better bcaa prefer post workout_one i need anymor pre workout_one seem trick,94,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2102,love pic,8,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
2103,great_offer great_offer great_offer are_look list_like etc_order without_delay low_price fiverr_http co_ojryfhg74q i wait_order,134,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
2104,omgggg love_u omg,13,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
2105,doesn much final feel,22,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
2106,put_price emot i look someth buy you got devot but man i hate sometim http_co q7pwxy7yin,103,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2107,i love lg_trust brand_sinc year_lg give_best qualiti_product alway http_co serdccsuo2,93,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2108,the lib dem polit prostitut though adjust whichev posit think might get vote i talk obviou poll trend fact young_peopl countri quit like eu,165,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
2109,foolish leader foolish logic,30,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2110,i see game fit well game play i like use brain think go next read_full articl jewel trade splendor board game review http_co uzh3fqxiqg http_co 78tnhpurjt,170,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Missinglettr
2111,discov 3 work_tool learn lesson amid perform even better an articl http_co 3i0e771t5k http_co c7crf3t2tg,116,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Buffer
2112,i hate likeabl i want sinc play dortmund emir said team heavi metal team thi guy amaz,99,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 18, 'quote_count': 0}",Twitter for Android
2113,uhhh think look peopl block twitter there websit uh,53,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
2114,chanyeol papa_park resto time father love chanyeol uwuuu heart http_co 7bf0gc8m2g uwu,82,"{'retweet_count': 6, 'reply_count': 1, 'like_count': 23, 'quote_count': 4}",Twitter for Android
2115,feel kinda bold lemm expos ugli sing_voic sinc think i lie http_co dz6drytqnn,90,"{'retweet_count': 1, 'reply_count': 5, 'like_count': 11, 'quote_count': 0}",Twitter for iPhone
2116,i realli like thank_share,28,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
2117,the_amount peopl comment dickhead retweet hilari they think journalist line knee readi blow err show andi great 100 say print comment give mommi fridg http_co bysxre2qn,184,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 3, 'quote_count': 0}",Twitter Web App
2118,there place i love world cosi apart berlin mitt howev get fresh laundri wrap silk paper make hotel life bearabl need_talk partner laundri standard back http_co auixyvci3w,188,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 18, 'quote_count': 0}",Twitter for iPhone
2119,i think 11 nmw much common_sens propos 19 50,47,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter Web App
2120,love shame one contend job prez http_co dcanujmdqf,53,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad
2121,love much preciou,18,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
2122,thi need_fix as bad debat everyon deserv hear said http_co w4xoxc2pqi,78,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
2123,anyon_els find realli creepi photograph follow peopl look gotcha moment 99 9999 time_ive worn_mask yep ive also forgotten occas_it happen and c9me huge cynic,174,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",Twitter Web App
2124,i love open_honest chrissi,26,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
2125,i think fit expect,20,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
2126,love game two play win mardic_all the_way,42,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2127,look good love contain,26,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
2128,futur girl hoe better get along caus wanna hoe stop fuck,63,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
2129,i like 6 i think i watch anoth movi cinema year becaus_know i live whoop_whoop,86,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
2130,yesyesy so fkn deserv i love you http_co 3dq4uswcom,56,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
2131,mr act role lawyer azerbaijan success prove lawyer azerbaijani nation wors better_lawyer armenian nation one_recent defend yefremov,157,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
2132,i love miss angel,17,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
2133,rememb test sovereignti abl enter intern agreement break deliber that differ test test bad_faith,115,"{'retweet_count': 467, 'reply_count': 14, 'like_count': 1842, 'quote_count': 7}",TweetDeck
2134,love http_co pz5a16qfmn,24,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",Twitter for Android
2135,unpopular_opinion gordon ramsey go pizza,40,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
